dataset,recording,derivation,median_abs_uV
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t008.edf,F8-T8,0.335
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t008.edf,Fp2-F8,0.167
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t008.edf,P8-O2,0.335
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t008.edf,T7-P7,0.669
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t009.edf,C3-P3,0.0
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t009.edf,C4-P4,0.0
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t009.edf,Cz-Pz,0.0
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t009.edf,F3-C3,0.0
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t009.edf,F4-C4,0.0
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t009.edf,F7-T7,0.0
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t009.edf,F8-T8,0.0
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t009.edf,Fp1-F3,0.0
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t009.edf,Fp1-F7,0.0
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t009.edf,Fp2-F4,0.0
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t009.edf,Fp2-F8,0.0
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t009.edf,Fz-Cz,0.0
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t009.edf,P3-O1,0.0
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t009.edf,P4-O2,0.0
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t009.edf,P7-O1,0.0
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t009.edf,P8-O2,0.0
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t009.edf,T7-P7,0.0
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t009.edf,T8-P8,0.0
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t010.edf,C3-P3,1777.514
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t010.edf,C4-P4,2937.147
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t010.edf,Cz-Pz,3097.013
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t010.edf,F3-C3,1686.831
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t010.edf,F4-C4,4145.05
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t010.edf,F7-T7,1796.001
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t010.edf,F8-T8,4892.429
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t010.edf,Fp1-F3,1221.957
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t010.edf,Fp1-F7,1505.8
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t010.edf,Fp2-F4,4778.992
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t010.edf,Fp2-F8,1699.212
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t010.edf,Fz-Cz,3356.094
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t010.edf,P4-O2,3002.315
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t010.edf,P7-O1,731.401
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t010.edf,P8-O2,238.753
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t010.edf,T7-P7,307.016
tusz,tusz_v2.0.6/edf/train/aaaaardk/s006_2014/03_tcp_ar_a/aaaaardk_s006_t010.edf,T8-P8,371.347
tusz,tusz_v2.0.6/edf/train/aaaaaron/s001_2014/01_tcp_ar/aaaaaron_s001_t002.edf,P4-O2,450.234
tusz,tusz_v2.0.6/edf/train/aaaaaron/s001_2014/01_tcp_ar/aaaaaron_s001_t002.edf,P8-O2,437.017
tusz,tusz_v2.0.6/edf/train/aaaaaron/s001_2014/01_tcp_ar/aaaaaron_s001_t003.edf,F8-T8,227.878
tusz,tusz_v2.0.6/edf/train/aaaaaron/s004_2014/01_tcp_ar/aaaaaron_s004_t000.edf,C3-P3,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaron/s004_2014/01_tcp_ar/aaaaaron_s004_t000.edf,C4-P4,2233.855
tusz,tusz_v2.0.6/edf/train/aaaaaron/s004_2014/01_tcp_ar/aaaaaron_s004_t000.edf,F3-C3,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaron/s004_2014/01_tcp_ar/aaaaaron_s004_t000.edf,F4-C4,2229.756
tusz,tusz_v2.0.6/edf/train/aaaaaron/s004_2014/01_tcp_ar/aaaaaron_s004_t000.edf,F7-T7,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaron/s004_2014/01_tcp_ar/aaaaaron_s004_t000.edf,F8-T8,3342.877
tusz,tusz_v2.0.6/edf/train/aaaaaron/s004_2014/01_tcp_ar/aaaaaron_s004_t000.edf,Fp1-F3,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaron/s004_2014/01_tcp_ar/aaaaaron_s004_t000.edf,Fp1-F7,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaron/s004_2014/01_tcp_ar/aaaaaron_s004_t000.edf,Fp2-F4,260.671
tusz,tusz_v2.0.6/edf/train/aaaaaron/s004_2014/01_tcp_ar/aaaaaron_s004_t000.edf,Fp2-F8,2759.295
tusz,tusz_v2.0.6/edf/train/aaaaaron/s004_2014/01_tcp_ar/aaaaaron_s004_t000.edf,P3-O1,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaron/s004_2014/01_tcp_ar/aaaaaron_s004_t000.edf,P7-O1,315.716
tusz,tusz_v2.0.6/edf/train/aaaaaron/s004_2014/01_tcp_ar/aaaaaron_s004_t000.edf,P8-O2,692.417
tusz,tusz_v2.0.6/edf/train/aaaaaron/s004_2014/01_tcp_ar/aaaaaron_s004_t000.edf,T7-P7,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaron/s004_2014/01_tcp_ar/aaaaaron_s004_t000.edf,T8-P8,303.67
tusz,tusz_v2.0.6/edf/train/aaaaaron/s005_2014/01_tcp_ar/aaaaaron_s005_t010.edf,F7-T7,3237.136
tusz,tusz_v2.0.6/edf/train/aaaaaron/s005_2014/01_tcp_ar/aaaaaron_s005_t010.edf,Fp1-F7,3236.634
tusz,tusz_v2.0.6/edf/train/aaaaaron/s005_2014/01_tcp_ar/aaaaaron_s005_t011.edf,F7-T7,5330.7
tusz,tusz_v2.0.6/edf/train/aaaaaron/s005_2014/01_tcp_ar/aaaaaron_s005_t011.edf,Fp1-F7,5313.885
tusz,tusz_v2.0.6/edf/train/aaaaaron/s007_2014/01_tcp_ar/aaaaaron_s007_t002.edf,Fp2-F4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t000.edf,C4-P4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t001.edf,C4-P4,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t002.edf,C4-P4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t003.edf,C4-P4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t004.edf,C3-P3,0.502
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t004.edf,C4-P4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t005.edf,C3-P3,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t005.edf,C4-P4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t006.edf,C3-P3,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t006.edf,C4-P4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t006.edf,Fp1-F3,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t006.edf,Fp2-F4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t007.edf,C3-P3,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t007.edf,C4-P4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t008.edf,C3-P3,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t008.edf,C4-P4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t009.edf,C3-P3,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t009.edf,C4-P4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t010.edf,C3-P3,0.502
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t010.edf,C4-P4,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t010.edf,Fp1-F3,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t011.edf,C3-P3,0.502
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t011.edf,C4-P4,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t011.edf,Fp1-F3,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t012.edf,C3-P3,0.502
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t012.edf,C4-P4,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t012.edf,Fp2-F4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t012.edf,T8-P8,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t013.edf,C3-P3,0.502
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t013.edf,C4-P4,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t013.edf,Fp2-F4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t014.edf,C3-P3,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t014.edf,C4-P4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t014.edf,Fp1-F3,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t014.edf,Fp2-F4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t016.edf,C3-P3,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t016.edf,C4-P4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t016.edf,F4-C4,340.144
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t016.edf,Fp2-F4,340.645
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t017.edf,C3-P3,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t017.edf,C4-P4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t017.edf,F4-C4,352.525
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s002_2014/01_tcp_ar/aaaaaroo_s002_t017.edf,Fp2-F4,353.194
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s004_2014/01_tcp_ar/aaaaaroo_s004_t005.edf,C4-P4,0.502
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s004_2014/01_tcp_ar/aaaaaroo_s004_t005.edf,T8-P8,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s005_2014/01_tcp_ar/aaaaaroo_s005_t000.edf,C4-P4,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s005_2014/01_tcp_ar/aaaaaroo_s005_t001.edf,C4-P4,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s005_2014/01_tcp_ar/aaaaaroo_s005_t002.edf,C4-P4,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s005_2014/01_tcp_ar/aaaaaroo_s005_t003.edf,C4-P4,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s005_2014/01_tcp_ar/aaaaaroo_s005_t003.edf,T8-P8,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s005_2014/01_tcp_ar/aaaaaroo_s005_t004.edf,C4-P4,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s005_2014/01_tcp_ar/aaaaaroo_s005_t004.edf,T8-P8,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s005_2014/01_tcp_ar/aaaaaroo_s005_t005.edf,C4-P4,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s005_2014/01_tcp_ar/aaaaaroo_s005_t006.edf,C4-P4,0.502
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s005_2014/01_tcp_ar/aaaaaroo_s005_t007.edf,C4-P4,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s006_2014/01_tcp_ar/aaaaaroo_s006_t000.edf,C3-P3,0.502
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s006_2014/01_tcp_ar/aaaaaroo_s006_t000.edf,C4-P4,0.502
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s006_2014/01_tcp_ar/aaaaaroo_s006_t000.edf,Fp1-F3,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s006_2014/01_tcp_ar/aaaaaroo_s006_t000.edf,Fp2-F4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s006_2014/01_tcp_ar/aaaaaroo_s006_t001.edf,C3-P3,0.502
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s006_2014/01_tcp_ar/aaaaaroo_s006_t001.edf,C4-P4,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s006_2014/01_tcp_ar/aaaaaroo_s006_t001.edf,Fp2-F4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s006_2014/01_tcp_ar/aaaaaroo_s006_t002.edf,C4-P4,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s006_2014/01_tcp_ar/aaaaaroo_s006_t003.edf,C4-P4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s006_2014/01_tcp_ar/aaaaaroo_s006_t004.edf,C4-P4,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s006_2014/01_tcp_ar/aaaaaroo_s006_t005.edf,C4-P4,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s006_2014/01_tcp_ar/aaaaaroo_s006_t006.edf,C4-P4,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t000.edf,C3-P3,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t000.edf,Fp1-F3,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t001.edf,C3-P3,0.502
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t002.edf,C3-P3,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t002.edf,C4-P4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t002.edf,Fp2-F4,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t002.edf,Fz-Cz,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t002.edf,T8-P8,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t003.edf,C3-P3,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t003.edf,C4-P4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t003.edf,Fp2-F4,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t003.edf,Fz-Cz,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t003.edf,P7-O1,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t003.edf,T8-P8,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t004.edf,C3-P3,0.502
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t004.edf,C4-P4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t004.edf,Fp1-F3,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t004.edf,Fp2-F4,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t004.edf,T8-P8,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t005.edf,C3-P3,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t005.edf,C4-P4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t005.edf,Fp2-F4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t005.edf,T8-P8,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t006.edf,C3-P3,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t006.edf,Fp2-F4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t007.edf,C3-P3,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t007.edf,C4-P4,0.669
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t007.edf,Fp2-F4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t008.edf,C4-P4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t009.edf,C4-P4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaaroo/s007_2014/01_tcp_ar/aaaaaroo_s007_t010.edf,C4-P4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaarqh/s002_2014/01_tcp_ar/aaaaarqh_s002_t008.edf,Fp1-F3,214.326
tusz,tusz_v2.0.6/edf/train/aaaaarqh/s002_2014/01_tcp_ar/aaaaarqh_s002_t008.edf,Fp1-F7,214.995
tusz,tusz_v2.0.6/edf/train/aaaaarsm/s002_2014/01_tcp_ar/aaaaarsm_s002_t014.edf,Fp1-F3,652.179
tusz,tusz_v2.0.6/edf/train/aaaaarsm/s002_2014/01_tcp_ar/aaaaarsm_s002_t014.edf,Fp1-F7,651.51
tusz,tusz_v2.0.6/edf/train/aaaaarsm/s004_2014/01_tcp_ar/aaaaarsm_s004_t000.edf,Fp1-F3,273.721
tusz,tusz_v2.0.6/edf/train/aaaaarsm/s004_2014/01_tcp_ar/aaaaarsm_s004_t000.edf,Fp1-F7,273.721
tusz,tusz_v2.0.6/edf/train/aaaaarso/s005_2014/01_tcp_ar/aaaaarso_s005_t005.edf,Cz-Pz,643.646
tusz,tusz_v2.0.6/edf/train/aaaaarso/s005_2014/01_tcp_ar/aaaaarso_s005_t006.edf,Cz-Pz,5317.064
tusz,tusz_v2.0.6/edf/train/aaaaarso/s005_2014/01_tcp_ar/aaaaarso_s005_t007.edf,Cz-Pz,1510.485
tusz,tusz_v2.0.6/edf/train/aaaaarso/s006_2014/01_tcp_ar/aaaaarso_s006_t000.edf,Cz-Pz,771.639
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t000.edf,C4-P4,955.263
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t000.edf,Cz-Pz,1967.579
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t000.edf,F4-C4,955.096
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t009.edf,C3-P3,2773.182
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t009.edf,Cz-Pz,4353.101
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t009.edf,P3-O1,2773.684
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t010.edf,C3-P3,2533.425
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t010.edf,Cz-Pz,4721.604
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t010.edf,P3-O1,2533.927
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t011.edf,C3-P3,5454.343
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t011.edf,Cz-Pz,5456.351
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t011.edf,P3-O1,5450.495
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t012.edf,C3-P3,5454.176
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t012.edf,Cz-Pz,5456.351
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t012.edf,P3-O1,5450.495
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t013.edf,C3-P3,5450.997
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t013.edf,Cz-Pz,5458.359
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t013.edf,P3-O1,5450.662
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t014.edf,C3-P3,5447.651
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t014.edf,Cz-Pz,5457.187
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t014.edf,P3-O1,5450.997
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t015.edf,C3-P3,5440.958
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t015.edf,Cz-Pz,5456.685
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t015.edf,P3-O1,5451.331
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t016.edf,C3-P3,5438.448
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t016.edf,Cz-Pz,5456.853
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t016.edf,P3-O1,5451.164
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t017.edf,C3-P3,5436.273
